op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name
SPLIT,288,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum352
SPLIT,287,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum352
SPLIT,286,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum352
SPLIT,285,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum352
SPLIT,284,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum352
SPLIT,283,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum352
SPLIT,282,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum352
SPLIT,281,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum352
SPLIT,280,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum351
SPLIT,279,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum351
SPLIT,278,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum351
SPLIT,277,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum20;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum21;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum22;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum23;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum24;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum25;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum26;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum27;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum28;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum29;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum30;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum31;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum32;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum33;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum34;model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum351
RESHAPE,326,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum36
RESHAPE,330,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum37
RESHAPE,334,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum38
RESHAPE,338,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum39
RESHAPE,342,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum40
RESHAPE,346,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum41
RESHAPE,350,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum42
RESHAPE,354,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum43
RESHAPE,358,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum44
RESHAPE,362,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum45
RESHAPE,366,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum46
RESHAPE,370,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum47
RESHAPE,374,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum48
RESHAPE,378,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum49
RESHAPE,382,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum50
RESHAPE,386,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum51
TRANSPOSE,390,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum52
FULLY_CONNECTED,394,289.0,8.960312e-05,3.1089797e-07,0.00015531736,8.06494e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum53
TRANSPOSE,398,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum54
FULLY_CONNECTED,402,289.0,8.9757705e-05,-7.223122e-07,0.0001552314,8.096138e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum55
TRANSPOSE,406,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum56
FULLY_CONNECTED,410,289.0,8.978753e-05,-3.2413206e-07,0.00015522752,8.0984295e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum57
TRANSPOSE,414,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum58
FULLY_CONNECTED,418,289.0,8.999591e-05,7.4732776e-07,0.00015524535,8.131815e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum59
TRANSPOSE,422,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum60
FULLY_CONNECTED,426,289.0,9.028978e-05,-6.073712e-07,0.00015529506,8.1825e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum61
TRANSPOSE,430,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum62
FULLY_CONNECTED,434,289.0,8.968308e-05,7.6451397e-07,0.00015529509,8.079503e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum63
TRANSPOSE,438,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum64
FULLY_CONNECTED,442,289.0,9.008854e-05,3.8332547e-07,0.00015532215,8.1469675e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum65
TRANSPOSE,446,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum66
FULLY_CONNECTED,450,289.0,8.9931025e-05,-5.327003e-07,0.00015526888,8.123167e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum67
TRANSPOSE,454,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum68
FULLY_CONNECTED,458,289.0,8.9554116e-05,9.003675e-08,0.00015517329,8.051583e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum69
TRANSPOSE,462,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum70
FULLY_CONNECTED,466,289.0,8.9903144e-05,-2.0202677e-07,0.00015524928,8.121429e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum71
TRANSPOSE,470,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum72
FULLY_CONNECTED,474,289.0,8.994833e-05,7.538578e-08,0.00015528673,8.121067e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum73
TRANSPOSE,478,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum74
FULLY_CONNECTED,482,289.0,8.98567e-05,-1.2965827e-06,0.0001552721,8.109661e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum75
TRANSPOSE,486,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum76
FULLY_CONNECTED,490,289.0,8.992656e-05,1.16971634e-07,0.00015529757,8.122248e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum77
TRANSPOSE,494,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum78
FULLY_CONNECTED,498,289.0,8.945816e-05,1.204032e-07,0.00015518765,8.03614e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum79
TRANSPOSE,502,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum80
FULLY_CONNECTED,506,289.0,9.030993e-05,-4.3934085e-07,0.0001553277,8.192321e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum81
TRANSPOSE,510,3264.0,0.0,0.0,0.0,0.0,0.00028056937,-3,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum82
FULLY_CONNECTED,514,289.0,8.993371e-05,2.8268303e-07,0.00015523072,8.120952e-09,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum83
PACK,518,4624.0,0.0,0.0,0.0,0.0,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum84
RESHAPE,522,4624.0,0.0,0.0,0.0,0.0,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum85
TRANSPOSE,526,4624.0,0.0,0.0,0.0,0.0,0.00031159518,-5,model/quant_transformer_layer/multi_head_attention_4/einsum/Einsum86
SOFTMAX,530,4624.0,0.00021143649,-0.00022907849,0.0016734153,9.859369e-08,0.00390625,-128,model/quant_transformer_layer/multi_head_attention_4/softmax/Softmax
FULLY_CONNECTED,533,52224.0,0.0011800964,4.0414875e-06,0.003575318,1.3927221e-06,0.0037221713,1,model/quant_transformer_layer/layer_normalization_8/mul_3;model/quant_transformer_layer/layer_normalization_8/add;model/quant_transformer_layer/multi_head_attention_4/value/einsum/Einsum;model/quant_transformer_layer/multi_head_attention_4/value/add;model/quant_transformer_layer1/multi_head_attention_5/value/einsum/Einsum;model/quant_transformer_layer/multi_head_attention_4/value/add/ReadVariableOp1
RESHAPE,537,52224.0,0.0,0.0,0.0,0.0,0.0037221713,1,model/quant_transformer_layer/multi_head_attention_4/value/add;model/quant_transformer_layer1/multi_head_attention_5/value/einsum/Einsum;model/quant_transformer_layer/multi_head_attention_4/value/einsum/Einsum;model/quant_transformer_layer/multi_head_attention_4/value/add/ReadVariableOp
TRANSPOSE,541,52224.0,0.0,0.0,0.0,0.0,0.0037221713,1,model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum
RESHAPE,578,52224.0,0.0,0.0,0.0,0.0,0.0037221713,1,model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum34
SPLIT,612,3264.0,0.0,0.0,0.0,0.0,0.0037221713,1,model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum35;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum36;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum37;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum38;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum39;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum40;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum41;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum42;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum43;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum44;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum45;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum46;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum47;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum48;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum49;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum503
SPLIT,611,3264.0,0.0,0.0,0.0,0.0,0.0037221713,1,model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum35;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum36;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum37;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum38;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum39;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum40;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum41;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum42;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum43;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum44;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum45;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum46;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum47;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum48;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum49;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum503
SPLIT,610,3264.0,0.0,0.0,0.0,0.0,0.0037221713,1,model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum35;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum36;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum37;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum38;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum39;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum40;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum41;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum42;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum43;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum44;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum45;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum46;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum47;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum48;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum49;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum502
SPLIT,609,3264.0,0.0,0.0,0.0,0.0,0.0037221713,1,model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum35;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum36;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum37;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum38;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum39;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum40;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum41;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum42;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum43;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum44;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum45;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum46;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum47;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum48;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum49;model/quant_transformer_layer/multi_head_attention_4/einsum_1/Einsum502
